Rk,Name,Age,Tm,Lg,G,GS,CG,Inn,Ch,PO,A,E,DP,Fld%,Rtot,Rtot/yr,Rtz,Rdp,Rdrs,Rdrs/yr,Rpm,Rdp_1,Rgood,Rair,Rrange,Rthrow,RF/9,RF/G,Season
49,Nico Hoerner\hoernni01,23,CHC,NL,10,4,4,49,19,4,15,0,3,1,0,2,0,0,0,0,0,0,0,0,-1,1,3.49,1.9,2020
50,José Iglesias\iglesjo01,30,BAL,AL,24,22,13,168,69,24,44,1,6,0.986,1,6,1,0,-2,-14,-2,0,0,0,-2,1,3.64,2.83,2020
51,Isiah Kiner-Falefa\kineris01,25,TEX,AL,15,15,11,121,43,12,31,0,6,1,1,13,1,0,3,30,3,0,0,0,2,2,3.2,2.87,2020
52,Scott Kingery\kingesc01,26,PHI,NL,1,0,0,0.2,0,0,0,0,0,NA,0,0,0,NA,0,0,NA,0,NA,NA,NA,NA,0,0,2020
53,Tzu-Wei Lin\lintz02,26,BOS,AL,12,4,2,43.1,28,12,14,2,8,0.929,1,33,0,1,-1,-28,0,0,-1,0,1,-1,5.4,2.17,2020
54,Francisco Lindor\lindofr01,26,CLE,AL,58,58,53,508,208,79,128,1,30,0.995,2,5,1,1,3,7,3,1,-1,0,-1,4,3.67,3.57,2020
55,Nicky Lopez\lopezni01,25,KCR,AL,4,1,1,20,10,2,8,0,1,1,-2,-126,-2,0,-2,-120,-2,0,0,0,-1,0,4.5,2.5,2020
56,Vimael Machin\machivi01,26,OAK,AL,6,5,5,44,29,9,18,2,2,0.931,-2,-52,-1,-1,-3,-82,-2,-1,0,0,-1,-1,5.52,4.5,2020
57,Ketel Marte\marteke01,26,ARI,NL,2,2,1,16,8,4,3,1,0,0.875,-1,-45,-1,0,0,0,0,0,0,0,0,0,3.94,3.5,2020
58,Jack Mayfield\mayfija01,29,HOU,AL,8,4,3,46,10,3,7,0,0,1,-1,-26,-1,0,0,0,0,0,0,0,0,0,1.96,1.25,2020
59,Ryan McMahon\mcmahry01,25,COL,NL,2,0,0,3,0,0,0,0,0,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,2020
60,Danny Mendick\mendida01,26,CHW,AL,4,1,1,15,6,2,4,0,2,1,0,16,0,0,0,0,0,0,0,0,0,0,3.6,1.5,2020
61,Jordy Mercer\mercejo03,33,NYY,AL,6,4,3,33,11,7,4,0,1,1,0,-15,0,0,0,0,0,0,0,0,0,0,3,1.83,2020
62,Brad Miller\millebr02,30,STL,NL,2,1,1,8,3,1,2,0,1,1,-1,-120,-1,0,0,0,0,0,0,0,0,0,3.38,1.5,2020
63,Adalberto Mondesi\mondera02,24,KCR,AL,59,59,56,497,233,85,144,4,37,0.983,0,1,-1,1,4,10,3,0,1,0,1,1,4.15,3.88,2020
64,Dylan Moore\mooredy01,27,SEA,AL,3,2,1,17,5,1,3,1,0,0.8,0,-28,0,0,-1,-71,-1,0,0,0,-1,0,2.12,1.33,2020
65,Kevin Newman\newmake01,26,PIT,NL,23,22,20,184.1,71,20,46,5,10,0.93,-3,-20,-2,-1,-3,-20,-3,0,0,0,-1,-2,3.22,2.87,2020
66,Nate Orf\orfna01,30,OAK,AL,3,1,1,8,2,2,0,0,0,1,-2,-270,-2,0,-1,-150,-1,0,0,0,0,-1,2.25,0.67,2020
67,Chris Owings\owingch01,28,COL,NL,1,1,1,9,5,0,5,0,2,1,0,53,0,0,0,0,0,0,0,0,0,0,5,5,2020
68,Joe Panik\panikjo01,29,TOR,AL,14,10,8,94.1,42,13,29,0,5,1,0,4,0,0,-1,-13,-1,0,0,0,0,-1,4.01,3,2020
69,Jose Peraza\perazjo01,26,BOS,AL,3,1,0,11,4,1,3,0,1,1,-1,-98,-1,0,0,0,0,0,0,0,0,0,3.27,1.33,2020
70,Jorge Polanco\polanjo01,26,MIN,AL,53,53,51,448.1,168,49,117,2,17,0.988,1,1,2,-1,-4,-11,-4,-1,1,0,-4,0,3.33,3.13,2020
71,Luis Rengifo\rengilu01,23,LAA,AL,1,0,0,4,2,0,1,1,0,0.5,0,60,0,0,0,0,0,0,0,0,0,0,2.25,1,2020
72,JT Riddle\riddljt01,28,PIT,NL,3,2,2,20,12,6,5,1,2,0.917,0,12,0,0,0,0,0,0,0,NA,0,0,4.95,3.67,2020
73,Yadiel Rivera\riverya01,28,TEX,AL,2,1,1,9,2,0,2,0,0,1,0,-27,0,0,0,0,0,0,0,NA,0,0,2,1,2020
74,Daniel Robertson\roberda10,26,SFG,NL,5,5,4,37,14,6,8,0,3,1,0,-13,0,0,-2,-65,-1,-1,0,0,-1,0,3.41,2.8,2020
75,Brendan Rodgers\rodgebr02,23,COL,NL,1,0,0,1,1,1,0,0,0,1,0,0,0,NA,0,0,0,0,0,NA,0,0,9,1,2020
76,Josh Rojas\rojasjo01,26,ARI,NL,2,2,2,18,4,2,2,0,1,1,-1,-60,-1,0,0,0,0,0,0,NA,0,0,2,2,2020
77,Miguel Rojas\rojasmi02,31,MIA,NL,39,37,34,309,165,49,113,3,30,0.982,8,29,7,1,1,4,1,1,-1,1,-2,3,4.72,4.15,2020
78,Andrew Romine\rominan01,34,TEX,AL,1,0,0,8,3,0,3,0,1,1,0,60,0,0,0,0,0,0,0,0,0,0,3.38,3,2020
79,Amed Rosario\rosaram01,24,NYM,NL,44,37,34,322.1,107,33,72,2,11,0.981,-4,-13,-4,0,-2,-7,-2,0,0,0,0,-2,2.93,2.39,2020
80,Yolmer Sanchez\sanchca01,28,CHW,AL,3,1,1,10.2,4,2,2,0,0,1,0,-34,0,NA,0,0,0,0,0,NA,0,0,3.38,1.33,2020
81,Corey Seager\seageco01,26,LAD,NL,43,43,40,376,167,46,113,8,16,0.952,3,11,4,-1,-2,-6,0,0,-2,0,2,-2,3.81,3.7,2020
82,Jean Segura\segurje01,30,PHI,NL,4,2,0,15.1,11,2,8,1,2,0.909,0,8,0,0,-1,-78,-1,0,0,0,-1,0,5.87,2.5,2020
83,Marcus Semien\semiema01,29,OAK,AL,53,53,47,451.1,213,59,147,7,17,0.967,-3,-8,-1,-2,-6,-16,-4,-2,0,0,-3,-1,4.11,3.89,2020
84,Andrelton Simmons\simmoan01,30,LAA,AL,30,30,30,265.1,100,25,71,4,10,0.96,1,3,1,0,-2,-9,-2,0,0,0,-1,0,3.26,3.2,2020
85,Eric Sogard\sogarer01,34,MIL,NL,7,4,2,40,17,7,9,1,2,0.941,0,3,0,0,0,0,0,0,0,0,2,-1,3.6,2.29,2020
86,Donovan Solano\solando01,32,SFG,NL,2,2,2,15,7,4,3,0,1,1,-1,-96,-1,0,-1,-80,-1,0,0,0,-1,-1,4.2,3.5,2020
87,Elliot Soto\sotoel01,30,LAA,AL,2,2,2,16,7,2,5,0,2,1,0,23,0,0,0,0,0,0,0,0,0,0,3.94,3.5,2020
88,Trevor Story\storytr01,27,COL,NL,57,57,52,491.1,259,88,161,10,49,0.961,2,5,1,1,6,15,5,1,0,0,6,-1,4.56,4.37,2020
89,Dee Strange-Gordon\gordode01,32,SEA,AL,3,2,2,19,6,2,4,0,0,1,0,6,0,0,-1,-63,-1,0,0,0,-1,0,2.84,2,2020
90,Myles Straw\strawmy01,25,HOU,AL,1,0,0,3,0,0,0,0,0,NA,-1,-240,-1,0,-1,-400,-1,0,0,NA,0,-1,0,0,2020
91,Dansby Swanson\swansda01,26,ATL,NL,60,60,56,513.1,228,74,152,2,39,0.991,6,14,3,3,9,21,7,1,1,0,8,-1,3.96,3.77,2020
92,Fernando Tatis Jr.\tatisfe02,21,SDP,NL,57,57,49,473.1,191,72,116,3,32,0.984,-3,-7,-3,0,0,0,1,-1,0,-1,3,0,3.57,3.3,2020
93,Chris Taylor\tayloch03,29,LAD,NL,20,15,15,147.2,52,12,40,0,4,1,2,15,3,-1,1,8,1,0,0,0,0,1,3.17,2.6,2020
94,Anderson Tejeda\tejedan01,22,TEX,AL,18,16,16,137,54,12,39,3,8,0.944,1,10,1,0,3,26,2,1,0,1,-1,2,3.35,2.83,2020
95,Gleyber Torres\torregl01,23,NYY,AL,40,40,35,320.2,135,40,86,9,13,0.933,-2,-8,-1,-1,-9,-34,-6,-2,-1,-1,-5,0,3.54,3.15,2020
96,Ronald Torreyes\torrero01,27,PHI,NL,2,2,1,11,3,0,3,0,0,1,0,-11,0,0,0,0,0,0,0,0,0,0,2.45,1.5,2020
97,Trea Turner\turnetr01,27,WSN,NL,59,59,53,479.2,206,77,120,9,33,0.956,-7,-17,-7,0,-5,-13,-4,0,-1,1,-1,-4,3.7,3.34,2020
98,Luis Urias\uriaslu01,23,MIL,NL,8,4,0,38,14,3,10,1,0,0.929,0,13,0,0,1,32,1,0,0,0,2,-1,3.08,1.63,2020
99,Ramon Urias\uriasra01,26,BAL,AL,5,4,4,35,20,6,11,3,6,0.85,-3,-93,-3,0,-2,-69,-2,0,0,0,-2,0,4.37,3.4,2020
100,Pat Valaika\valaipa01,27,BAL,AL,24,15,10,144.2,56,13,38,5,8,0.911,-3,-23,-3,0,-3,-25,-3,0,0,0,-1,-2,3.17,2.13,2020
101,Andrew Velazquez\velazan01,25,BAL,AL,30,19,12,171,79,25,54,0,8,1,4,28,4,0,3,21,3,0,0,0,2,1,4.16,2.63,2020
102,Jonathan Villar\villajo01,29,TOT,MLB,21,19,18,165.2,56,17,36,3,10,0.946,-3,-22,-3,0,-2,-14,-3,0,1,0,-2,-1,2.88,2.52,2020
103,Jonathan Villar\villajo01,29,MIA,NL,14,14,13,117.1,32,10,21,1,8,0.969,-1,-13,-1,0,-2,-20,-2,0,0,0,-1,-1,2.38,2.21,2020
104,Jonathan Villar\villajo01,29,TOR,AL,7,5,5,48.1,24,7,15,2,2,0.917,-2,-42,-2,0,0,0,-1,0,1,0,-1,0,4.1,3.14,2020
105,Tyler Wade\wadety01,25,NYY,AL,22,16,11,142,47,23,24,0,3,1,0,-1,0,0,0,0,1,-1,0,0,2,-1,2.98,2.14,2020
106,Donovan Walton\waltodo01,26,SEA,AL,4,3,3,26,9,3,6,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,3.12,2.25,2020
107,Joey Wendle\wendljo01,30,TBR,AL,10,9,7,77.2,38,7,30,1,5,0.974,1,22,1,0,-2,-31,-1,0,-1,0,-1,-1,4.29,3.7,2020
NA,LgAvg,NA,NA,NA,7,7,6,57,25,8,16,1,3,0.971,0,0,0,0,0,0,0,0,0,0,0,0,3.78,3.27,2020
